"zone","ID","fam","taxagroup","species","longevity","growth","densityCHAVE","human.influ","tseas","moistwetq","low.w.rad","temp","moistdq","cloud","soil_class","alt.group","phylo"
"Sub-tropics",468,"Pinaceae","Conifer","Pinus massoniana",103,NA,0.485,18,6255,1.43,97,18,0.72,125,"Acrisols","Lowland","Pinus_massoniana"
"Sub-tropics",469,"Meliaceae","Eudicot","Cedrela fissilis",127,2.74,0.467,17,2923,1.11,95.23,17.6,1.05,102,"Acrisols","Lowland","Cedrela_fissilis"
"Sub-tropics",470,"Pinaceae","Conifer","Abies georgei",348,1.14,0.433,12,5278,1.14,123.57,2.7,0.36,206,"Luvisols","High altitude","Abies_georgei"
"Sub-tropics",471,"Pinaceae","Conifer","Abies georgei",247,2.12,0.433,14,4808,1.25,110.97,3.6,0.29,168,"Luvisols","High altitude","Abies_georgei"
"Sub-tropics",472,"Pinaceae","Conifer","Picea brachytyla",307,2.5,0.437,12,5275,1.15,122.58,0.7,0.38,110,"Leptosols","High altitude","Picea_brachytyla"
"Sub-tropics",473,"Pinaceae","Conifer","Picea brachytyla",319,2.8,0.437,12,5178,1.17,121.06,4.3,0.38,188,"Luvisols","High altitude","Picea_brachytyla"
"Sub-tropics",474,"Pinaceae","Conifer","Picea brachytyla",384,1.62,0.437,18,5044,1.22,113.64,6.9,0.31,243,"Luvisols","High altitude","Picea_brachytyla"
"Sub-tropics",475,"Pinaceae","Conifer","Picea likiangensis",365,2.14,0.37,18,4681,1.28,110.78,5,0.28,131,"Luvisols","High altitude","Picea_likiangensis"
"Sub-tropics",476,"Pinaceae","Conifer","Larix speciosa",594,1.42,0.424,11,4873,1.25,122.84,10,0.41,128,"Luvisols","High altitude","Larix_speciosa"
"Sub-tropics",477,"Pinaceae","Conifer","Larix speciosa",519,1.44,0.424,11,4907,1.3,123.87,8.2,0.42,106,"Luvisols","High altitude","Larix_speciosa"
"Sub-tropics",478,"Pinaceae","Conifer","Picea likiangensis",576,2.6,0.37,22,4773,1.22,115.81,12.6,0.34,212,"Acrisols","High altitude","Picea_likiangensis"
"Sub-tropics",479,"Pinaceae","Conifer","Tsuga dumosa",463,2.68,0.405,14,4806,1.22,117.19,11.3,0.37,205,"Luvisols","High altitude","Tsuga_dumosa"
"Sub-tropics",480,"Pinaceae","Conifer","Abies ernestii",516,2.18,0.36,14,5161,1.16,120.4,2.4,0.38,121,"Leptosols","High altitude","Abies_ernestii"
"Sub-tropics",481,"Pinaceae","Conifer","Tsuga dumosa",612,2.16,0.405,18,5130,1.16,119.21,7.3,0.32,242,"Luvisols","High altitude","Tsuga_dumosa"
"Sub-tropics",482,"Anacardiaceae","Eudicot","Schinopsis lorentzii",176,3.12,0.9,10,4214,0.96,114.74,21.3,0.18,133,"Phaeozems","Lowland","Schinopsis_lorentzii"
"Sub-tropics",483,"Juglandaceae","Eudicot","Juglans australis",154,4.74,0.52,6,4094,1.03,118.26,18.2,0.18,176,"Leptosols","Lowland","Juglans_australis"
"Tropics",484,"Juglandaceae","Eudicot","Juglans australis",291,4.2,0.52,11,3602,1.06,136.71,18.1,0.19,149,"Leptosols","Lowland","Juglans_australis"
"Tropics",485,"Meliaceae","Eudicot","Cedrela angustifolia",207,4.3,0.401,11,3622,1.06,136.71,18.6,0.19,149,"Leptosols","High altitude","Cedrela_angustifolia"
"Sub-tropics",486,"Juglandaceae","Eudicot","Juglans australis",263,3.58,0.52,10,4089,1,117.13,18.2,0.18,174,"Leptosols","High altitude","Juglans_australis"
"Sub-tropics",487,"Meliaceae","Eudicot","Cedrela angustifolia",193,4.28,0.401,10,4089,1,117.13,18.2,0.18,174,"Leptosols","High altitude","Cedrela_angustifolia"
"Tropics",488,"Juglandaceae","Eudicot","Juglans australis",181,4.76,0.52,11,3591,0.84,138.42,16.8,0.14,150,"Leptosols","High altitude","Juglans_australis"
"Tropics",489,"Meliaceae","Eudicot","Cedrela angustifolia",243,4.1,0.401,11,3591,0.84,138.42,16.8,0.14,150,"Leptosols","High altitude","Cedrela_angustifolia"
"Tropics",490,"Betulaceae","Eudicot","Alnus acuminata",153,4.62,0.386,11,3679,0.84,138.42,14.7,0.14,210,"Phaeozems","High altitude","Alnus_acuminata"
"Sub-tropics",491,"Betulaceae","Eudicot","Juglans australis",113,6.268,0.52,38,3617,1.02,126.23,16.4,0.19,196,"Fluvisols","High altitude","Juglans_australis"
"Sub-tropics",492,"Juglandaceae","Eudicot","Alnus acuminata",112,7.92,0.386,14,3725,0.98,129.8,14.3,0.18,208,"Kastanozems","High altitude","Alnus_acuminata"
"Sub-tropics",493,"Meliaceae","Eudicot","Cedrela angustifolia",254,4.44,0.401,14,4592,0.84,118.5,16.4,0.26,160,"Phaeozems","High altitude","Cedrela_angustifolia"
"Sub-tropics",494,"Juglandaceae","Eudicot","Juglans australis",349,3.82,0.52,14,4695,0.64,119.4,16.3,0.24,155,"Phaeozems","High altitude","Juglans_australis"
"Sub-tropics",495,"Juglandaceae","Eudicot","Juglans australis",121,3.4,0.52,14,3664,1.1,122.24,17.2,0.21,177,"Fluvisols","High altitude","Juglans_australis"
"Sub-tropics",496,"Betulaceae","Eudicot","Alnus acuminata",137,6.46,0.386,14,3664,1.1,122.24,17.2,0.21,177,"Fluvisols","High altitude","Alnus_acuminata"
"Tropics",497,"Pinaceae","Conifer","Abies religiosa",104,NA,0.38,14,1236,1.28,135.58,9.8,0.27,164,"Regosols","High altitude","Abies_religiosa"
"Tropics",498,"Rosaceae","Eudicot","Polylepis besseri",60,1.48,0.619,18,2280,1,143,10.7,0.16,354,"Leptosols","High altitude","Polylepis_besseri"
"Tropics",499,"Rosaceae","Eudicot","Polylepis besseri",63,1.16,0.619,18,2280,1,143,10.7,0.16,354,"Leptosols","High altitude","Polylepis_besseri"
"Sub-tropics",500,"Meliaceae","Eudicot","Cedrela angustifolia",143,6.4,0.401,14,3925,1.03,118.26,16.7,0.18,188,"Kastanozems","High altitude","Cedrela_angustifolia"
"Sub-tropics",501,"Pinaceae","Conifer","Pinus elliottii",139,NA,0.54,18,2958,1.13,110.8,24.8,0.54,81,"Gleysols","Lowland","Pinus_elliottii"
"Sub-tropics",502,"Pinaceae","Conifer","Pinus elliottii",118,NA,0.54,34,2962,1.13,111.38,24.7,0.53,113,"Gleysols","Lowland","Pinus_elliottii"
"Sub-tropics",503,"Cupressaceae","Conifer","Juniperus tibetica",943,0.88,0.483,0,6770,1.01,127.36,1,0.24,145,"Leptosols","High altitude","Juniperus_tibetica"
"Sub-tropics",504,"Pinaceae","Conifer","Abies georgei",239,2.34,0.433,1,5781,1.04,128.84,4.6,0.25,164,"Podzoluvisols","High altitude","Abies_georgei"
"Sub-tropics",505,"Pinaceae","Conifer","Abies georgei",416,2.18,0.433,0,5875,1.04,128.84,2.3,0.25,156,"Podzoluvisols","High altitude","Abies_georgei"
"Sub-tropics",506,"Pinaceae","Conifer","Abies georgei",273,2.82,0.433,0,5875,1.04,128.84,2.3,0.25,156,"Podzoluvisols","High altitude","Abies_georgei"
"Sub-tropics",507,"Pinaceae","Conifer","Abies georgei",109,8.32,0.433,13,5588,1.04,128.48,7,0.25,174,"Luvisols","High altitude","Abies_georgei"
"Sub-tropics",508,"Pinaceae","Conifer","Abies georgei",286,5,0.433,5,5669,1.04,128.84,5.9,0.25,173,"Podzoluvisols","High altitude","Abies_georgei"
"Sub-tropics",509,"Pinaceae","Conifer","Abies georgei",242,4.22,0.433,1,5863,1.04,128.48,3.5,0.25,168,"Podzoluvisols","High altitude","Abies_georgei"
"Sub-tropics",510,"Pinaceae","Conifer","Abies georgei",245,2.78,0.433,1,5863,1.04,128.48,3.5,0.25,168,"Podzoluvisols","High altitude","Abies_georgei"
"Sub-tropics",511,"Pinaceae","Conifer","Abies georgei",174,8.3,0.433,13,5685,1.04,128.48,6.8,0.25,172,"Podzoluvisols","High altitude","Abies_georgei"
"Sub-tropics",512,"Pinaceae","Conifer","Abies georgei",288,3.68,0.433,5,5961,1.04,128.48,2.6,0.25,155,"Podzoluvisols","High altitude","Abies_georgei"
"Sub-tropics",513,"Ericaceae","Eudicot","Rhododendron nivale",82,NA,0.495,2,5537,1.11,128.1,-0.4,0.33,161,"Podzoluvisols","High altitude","Rhododendron_nivale"
"Tropics",514,"Meliaceae","Eudicot","Cedrela angustifolia",206,4.308,0.401,7,3796,1.11,132.05,20,0.22,123,"Leptosols","High altitude","Cedrela_angustifolia"
"Tropics",515,"Meliaceae","Eudicot","Cedrela angustifolia",152,4.614,0.401,11,3659,1.06,136.71,19.6,0.19,145,"Leptosols","High altitude","Cedrela_angustifolia"
"Tropics",516,"Meliaceae","Eudicot","Cedrela angustifolia",242,4.096,0.401,17,3985,1.1,124.08,22,0.23,116,"Kastanozems","High altitude","Cedrela_angustifolia"
"Sub-tropics",517,"Meliaceae","Eudicot","Cedrela angustifolia",192,4.2,0.401,14,3965,1.03,117.75,18,0.19,171,"Kastanozems","High altitude","Cedrela_angustifolia"
"Tropics",518,"Juglandaceae","Eudicot","Juglans australis",290,4.2,0.52,10,3907,1.11,128.85,20.1,0.23,128,"Kastanozems","Lowland","Juglans_australis"
"Tropics",519,"Juglandaceae","Eudicot","Juglans australis",180,4.76,0.52,14,3523,1.1,128.42,18,0.21,125,"Leptosols","High altitude","Juglans_australis"
"Tropics",520,"Juglandaceae","Eudicot","Juglans australis",158,3.2,0.52,11,3900,0.84,138.42,12,0.14,271,"Phaeozems","High altitude","Juglans_australis"
"Sub-tropics",521,"Juglandaceae","Eudicot","Juglans australis",257,3.14,0.52,31,3951,1.08,123.61,21.4,0.23,92,"Kastanozems","Lowland","Juglans_australis"
"Tropics",522,"Juglandaceae","Eudicot","Juglans australis",220,3.84,0.52,18,3810,1.14,128.45,20.9,0.24,118,"Leptosols","Lowland","Juglans_australis"
"Tropics",523,"Juglandaceae","Eudicot","Juglans australis",260,3.94,0.52,15,3945,1.15,130.66,21.4,0.24,127,"Kastanozems","Lowland","Juglans_australis"
"Sub-tropics",524,"Juglandaceae","Eudicot","Juglans australis",225,3.78,0.52,6,3766,0.93,128.53,15,0.18,209,"Leptosols","High altitude","Juglans_australis"
"Sub-tropics",525,"Juglandaceae","Eudicot","Juglans australis",210,3.46,0.52,6,3798,0.86,132.6,14.8,0.17,207,"Leptosols","High altitude","Juglans_australis"
"Sub-tropics",526,"Juglandaceae","Eudicot","Juglans australis",111,4.52,0.52,6,3764,0.86,132.6,15.9,0.17,198,"Leptosols","High altitude","Juglans_australis"
"Sub-tropics",527,"Juglandaceae","Eudicot","Juglans australis",123,6.38,0.52,10,3741,0.93,128.53,17.4,0.18,161,"Leptosols","High altitude","Juglans_australis"
"Sub-tropics",528,"Juglandaceae","Eudicot","Juglans australis",310,4.14,0.52,14,3861,0.7,133.18,10.5,0.15,248,"Fluvisols","High altitude","Juglans_australis"
"Sub-tropics",529,"Juglandaceae","Eudicot","Juglans australis",120,3.404,0.52,14,3729,1.1,122.24,14.4,0.21,180,"Fluvisols","High altitude","Juglans_australis"
"Sub-tropics",530,"Juglandaceae","Eudicot","Juglans australis",25,2.82,0.52,8,3763,1.03,118.53,14.5,0.2,175,"Kastanozems","High altitude","Juglans_australis"
"Sub-tropics",531,"Juglandaceae","Eudicot","Juglans australis",162,5.22,0.52,11,3808,1.04,117.4,14.8,0.19,184,"Leptosols","Lowland","Juglans_australis"
"Sub-tropics",532,"Juglandaceae","Eudicot","Juglans australis",119,5.32,0.52,6,3871,1.04,117.4,16.1,0.19,172,"Leptosols","Lowland","Juglans_australis"
"Sub-tropics",533,"Juglandaceae","Eudicot","Juglans australis",132,4.54,0.52,10,4098,1,117.13,18.6,0.18,175,"Leptosols","Lowland","Juglans_australis"
"Sub-tropics",534,"Juglandaceae","Eudicot","Juglans australis",215,4.52,0.52,8,3839,1.05,118.28,16.4,0.2,153,"Leptosols","Lowland","Juglans_australis"
"Sub-tropics",535,"Juglandaceae","Eudicot","Juglans australis",211,6.3,0.52,6,4076,1,117.13,18.3,0.18,172,"Leptosols","Lowland","Juglans_australis"
"Sub-tropics",536,"Juglandaceae","Eudicot","Juglans australis",153,3.32,0.52,21,4043,0.86,124.14,17.2,0.15,225,"Leptosols","High altitude","Juglans_australis"
"Sub-tropics",537,"Juglandaceae","Eudicot","Juglans australis",123,4.58,0.52,19,3851,0.66,116.37,19,0.15,187,"Phaeozems","Lowland","Juglans_australis"
"Sub-tropics",538,"Juglandaceae","Eudicot","Juglans australis",164,5.72,0.52,13,3960,1.04,112.16,18.1,0.22,151,"Fluvisols","Lowland","Juglans_australis"
"Sub-tropics",539,"Juglandaceae","Eudicot","Juglans australis",153,3.62,0.52,14,4903,0.74,110.46,20.6,0.21,132,"Phaeozems","Lowland","Juglans_australis"
"Sub-tropics",540,"Juglandaceae","Eudicot","Juglans australis",172,3.88,0.52,17,4733,0.92,115.41,20,0.4,118,"Fluvisols","Lowland","Juglans_australis"
"Sub-tropics",541,"Juglandaceae","Eudicot","Juglans australis",73,6.48,0.52,14,5156,0.68,118.52,17.1,0.25,141,"Phaeozems","Lowland","Juglans_australis"
"Sub-tropics",542,"Juglandaceae","Eudicot","Juglans australis",199,3.46,0.52,14,4695,0.64,119.4,16.3,0.24,155,"Phaeozems","High altitude","Juglans_australis"
"Sub-tropics",543,"Juglandaceae","Eudicot","Juglans australis",314,4.16,0.52,14,4658,0.64,119.4,16.5,0.24,154,"Phaeozems","High altitude","Juglans_australis"
"Tropics",544,"Fabaceae","Eudicot","Centrolobium microchaete",109,3,0.587,1,1752,1.09,145.8,23.5,0.33,131,"Ferralsols","Lowland","Centrolobium_microchaete"
"Tropics",545,"Fabaceae","Eudicot","Acosmium cardenasii",128,3.86,0.763,1,1752,1.09,145.8,23.5,0.33,131,"Ferralsols","Lowland","Acosmium_cardenasii"
"Tropics",546,"Fabaceae","Eudicot","Poincianella pluviosa",176,3.12,0.89,1,1752,1.09,145.8,23.5,0.33,131,"Ferralsols","Lowland","Poincianella_pluviosa"
"Tropics",547,"Apocynaceae","Eudicot","Aspidosperma tomentosum",96,2.32,0.82,1,1752,1.09,145.8,23.5,0.33,131,"Ferralsols","Lowland","Aspidosperma_tomentosum"
"Tropics",548,"Bignoniaceae","Eudicot","Zeyheria tuberculosa",137,3.4,0.77,1,1752,1.09,145.8,23.5,0.33,131,"Ferralsols","Lowland","Zeyheria_tuberculosa"
"Tropics",549,"Fabaceae","Eudicot","Anadenanthera colubrina",155,2.72,0.871,1,1752,1.09,145.8,23.5,0.33,131,"Ferralsols","Lowland","Anadenanthera_colubrina"
"Tropics",550,"Bignoniaceae","Eudicot","Tabebuia impetiginosa",129,4.74,0.912,1,1752,1.09,145.8,23.5,0.33,131,"Ferralsols","Lowland","Tabebuia_impetiginosa"
"Sub-tropics",551,"Aquifoliaceae","Eudicot","Ilex microdonta",156,1.9,0.558,18,2681,1.22,98.45,16.6,1.05,92,"Cambisols","Lowland","Ilex_microdonta"
"Sub-tropics",552,"Aquifoliaceae","Eudicot","Ilex microdonta",146,1.96,0.558,14,2673,1.36,99.32,14.1,1.06,88,"Acrisols","High altitude","Ilex_microdonta"
"Sub-tropics",553,"Winteraceae","Eudicot","Drimys brasiliensis",76,1.44,0.41,18,2681,1.22,98.45,16.6,1.05,92,"Cambisols","Lowland","Drimys_brasiliensis"
"Sub-tropics",554,"Winteraceae","Eudicot","Drimys brasiliensis",134,2.72,0.41,14,2673,1.36,99.32,14.1,1.06,88,"Acrisols","High altitude","Drimys_brasiliensis"
"Tropics",555,"Fabaceae","Eudicot","Prosopis ferox",117,NA,0.781,22,4072,0.45,145.42,10.4,0.12,323,"Fluvisols","High altitude","Prosopis_ferox"
"Tropics",556,"Rosaceae","Eudicot","Polylepis tarapacana",242,NA,0.619,10,2216,0.86,161.62,6.5,0.13,310,"Planosols","High altitude","Polylepis_tarapacana"
"Tropics",557,"Rosaceae","Eudicot","Polylepis tarapacana",536,NA,0.619,8,2530,0.82,161.2,2.4,0.11,420,"Leptosols","High altitude","Polylepis_tarapacana"
"Sub-tropics",558,"Araucariaceae","Conifer","Araucaria angustifolia",135,NA,0.48,26,2855,1.27,96.01,15.1,1.17,57,"Acrisols","Lowland","Araucaria_angustifolia"
"Sub-tropics",559,"Araucariaceae","Conifer","Araucaria angustifolia",189,NA,0.48,14,2570,1.2,97,14.1,1.12,87,"Acrisols","Lowland","Araucaria_angustifolia"
"Tropics",560,"Lamiaceae","Eudicot","Tectona grandis",137,6.64,0.601,10,2377,1.21,105.73,19.3,0.21,277,"Acrisols","Lowland","Tectona_grandis"
"Tropics",561,"Lamiaceae","Eudicot","Tectona grandis",134,5.42,0.601,10,2377,1.21,105.73,19.3,0.21,277,"Acrisols","Lowland","Tectona_grandis"
"Tropics",562,"Lamiaceae","Eudicot","Tectona grandis",112,5.46,0.601,10,2377,1.21,105.73,19.3,0.21,277,"Acrisols","Lowland","Tectona_grandis"
"Tropics",563,"Lamiaceae","Eudicot","Tectona grandis",123,5.64,0.601,10,2377,1.21,105.73,19.3,0.21,277,"Acrisols","Lowland","Tectona_grandis"
"Tropics",564,"Lamiaceae","Eudicot","Tectona grandis",116,5.4,0.601,10,2377,1.21,105.73,19.3,0.21,277,"Acrisols","Lowland","Tectona_grandis"
"Tropics",565,"Fabaceae","Eudicot","Parkinsonia praecox",63,NA,0.602,22,889,0.8,162.77,28.7,0.18,62,"Calcisols","Lowland","Parkinsonia_praecox"
"Sub-tropics",566,"Meliaceae","Eudicot","Cedrela fissilis",101,NA,0.467,14,2861,1.25,95.84,16.4,1.15,83,"Arenosols","Lowland","Cedrela_fissilis"
"Sub-tropics",567,"Pinaceae","Conifer","Pinus hartwegii",98,3.68,0.48,9,2115,0.95,110.87,11.9,0.33,169,"Leptosols","High altitude","Pinus_hartwegii"
"Sub-tropics",568,"Araucariaceae","Conifer","Araucaria angustifolia",199,NA,0.48,21,3028,1.21,98.25,17.4,1.08,74,"Nitisols","Lowland","Araucaria_angustifolia"
"Sub-tropics",569,"Araucariaceae","Conifer","Araucaria angustifolia",264,NA,0.48,21,3068,1.19,101.65,19.8,1.06,34,"Ferralsols","Lowland","Araucaria_angustifolia"
"Tropics",570,"Lecythidaceae","Eudicot","Cariniana legalis",248,NA,0.495,49,2236,1.21,115.36,21.3,0.35,221,"Ferralsols","Lowland","Cariniana_legalis"
"Sub-tropics",571,"Pinaceae","Conifer","Pinus massoniana",167,3.5,0.485,18,7776,1.31,101.58,16.1,1,81,"Acrisols","Lowland","Pinus_massoniana"
"Sub-tropics",572,"Pinaceae","Conifer","Pinus massoniana",117,2.04,0.485,18,8226,1.44,100.52,16.5,1.02,93,"Cambisols","Lowland","Pinus_massoniana"
"Sub-tropics",573,"Theaceae","Eudicot","Schima superba",138,2.64,0.538,18,8226,1.44,100.52,16.5,1.02,93,"Cambisols","Lowland","Schima_superba"
"Sub-tropics",574,"Cupressaceae","Conifer","Cunninghamia lanceolata",115,3.2,0.316,18,8226,1.44,100.52,16.5,1.02,93,"Cambisols","Lowland","Cunninghamia_lanceolata"
"Sub-tropics",575,"Fagaceae","Eudicot","Quercus serrata",107,1.76,0.701,18,8226,1.44,100.52,16.5,1.02,93,"Cambisols","Lowland","Quercus_serrata"
"Sub-tropics",576,"Pinaceae","Conifer","Pinus massoniana",109,NA,0.485,18,8000,1.44,100.52,15.2,1.02,94,"Acrisols","Lowland","Pinus_massoniana"
"Sub-tropics",577,"Fagaceae","Eudicot","Castanopsis eyrei",79,NA,0.494,18,8000,1.44,100.52,15.2,1.02,94,"Acrisols","Lowland","Castanopsis_eyrei"
"Sub-tropics",578,"Theaceae","Eudicot","Schima superba",86,NA,0.538,18,8000,1.44,100.52,15.2,1.02,94,"Acrisols","Lowland","Schima_superba"
"Tropics",579,"Meliaceae","Eudicot","Cedrela angustifolia",242,NA,0.401,11,3591,0.84,138.42,16.8,0.14,150,"Leptosols","High altitude","Cedrela_angustifolia"
"Sub-tropics",580,"Juglandaceae","Eudicot","Juglans australis",292,NA,0.52,14,3751,1,131.15,14.3,0.19,214,"Phaeozems","High altitude","Juglans_australis"
"Sub-tropics",581,"Meliaceae","Eudicot","Cedrela angustifolia",171,NA,0.401,11,3808,1.04,117.4,14.8,0.19,184,"Leptosols","High altitude","Cedrela_angustifolia"
"Sub-tropics",582,"Juglandaceae","Eudicot","Juglans australis",199,NA,0.52,14,4695,0.64,119.4,16.3,0.24,155,"Phaeozems","High altitude","Juglans_australis"
"Sub-tropics",583,"Meliaceae","Eudicot","Cedrela angustifolia",253,NA,0.401,14,4658,0.64,119.4,16.5,0.24,154,"Phaeozems","High altitude","Cedrela_angustifolia"
"Tropics",584,"Juglandaceae","Eudicot","Annamocarya sinensis",128,5.48,0.493,14,4255,1.44,116.56,21.8,0.39,63,"Acrisols","Lowland","Annamocarya_sinensis"
"Tropics",585,"Cupressaceae","Conifer","Calocedrus macrolepis",220,2.8,0.452,14,4255,1.44,116.56,21.8,0.39,63,"Acrisols","Lowland","Calocedrus_macrolepis"
"Tropics",586,"Podocarpaceae","Conifer","Corneria elata",167,2.74,0.485,13,2251,2.17,112,21.1,0.42,163,"Acrisols","Lowland","Corneria_elata"
"Tropics",587,"Pinaceae","Conifer","Pinus kwangtungensis",229,3.62,0.43,10,3171,1.38,130.03,20.8,0.29,193,"Acrisols","Lowland","Pinus_kwangtungensis"
"Tropics",588,"Betulaceae","Eudicot","Juglans australis",220,NA,0.52,18,3827,1.15,130.66,20.2,0.24,132,"Kastanozems","Lowland","Juglans_australis"
"Sub-tropics",589,"Meliaceae","Eudicot","Cedrela angustifolia",131,NA,0.36,14,3705,1.02,126.23,14.7,0.19,212,"Kastanozems","High altitude","Cedrela_angustifolia"
"Sub-tropics",590,"Meliaceae","Eudicot","Cedrela angustifolia",170,NA,0.36,11,3808,1.04,117.4,14.8,0.19,184,"Leptosols","High altitude","Cedrela_angustifolia"
"Sub-tropics",591,"Betulaceae","Eudicot","Juglans australis",132,NA,0.52,11,3870,1.04,117.4,15.7,0.19,180,"Leptosols","Lowland","Juglans_australis"
"Sub-tropics",592,"Betulaceae","Eudicot","Juglans australis",153,NA,0.52,13,3925,1.04,112.16,17.9,0.22,140,"Fluvisols","Lowland","Juglans_australis"
"Sub-tropics",593,"Meliaceae","Eudicot","Cedrela angustifolia",253,NA,0.36,14,4658,0.64,119.4,16.5,0.24,154,"Phaeozems","High altitude","Cedrela_angustifolia"
"Sub-tropics",594,"Pinaceae","Conifer","Abies densa",491,NA,0.366,12,5888,1.16,118.41,-0.6,0.34,223,"Cambisols","High altitude","Abies_densa"
"Sub-tropics",595,"Pinaceae","Conifer","Abies densa",308,NA,0.366,10,5468,1.16,128.25,7.1,0.25,207,"Luvisols","High altitude","Abies_densa"
"Sub-tropics",596,"Pinaceae","Conifer","Abies spectabilis",283,2.44,0.366,16,4828,1.15,113.44,5,0.54,342,"Cambisols","High altitude","Abies_spectabilis"
"Sub-tropics",597,"Meliaceae","Eudicot","Toona ciliata",285,6.1,0.376,14,3502,1.19,122.29,15.3,0.72,108,"Nitisols","Lowland","Toona_ciliata"
"Sub-tropics",598,"Lauraceae","Eudicot","Beilschmiedia erythrophloia",146,6.8,0.574,14,2877,2.08,105.45,13.4,1.02,131,"Alisols","High altitude","Beilschmiedia_erythrophloia"
"Sub-tropics",599,"Lauraceae","Eudicot","Actinodaphne acuminata",103,6,0.525,14,2877,2.08,105.45,13.4,1.02,131,"Alisols","High altitude","Actinodaphne_acuminata"
"Sub-tropics",600,"Lauraceae","Eudicot","Machilus japonica",92,10.4,0.559,14,2877,2.08,105.45,13.4,1.02,131,"Alisols","High altitude","Machilus_japonica"
"Sub-tropics",601,"Fagaceae","Eudicot","Cyclobalanopsis stenophylloides",104,7.6,0.649,14,2877,2.08,105.45,13.4,1.02,131,"Alisols","High altitude","Cyclobalanopsis_stenophylloides"
"Sub-tropics",602,"Lauraceae","Eudicot","Neolitsea variabillima",176,5.2,0.553,14,2877,2.08,105.45,13.4,1.02,131,"Alisols","High altitude","Neolitsea_variabillima"
"Sub-tropics",603,"Staphyleaceae","Eudicot","Turpinia formosana",137,6,0.453,14,2877,2.08,105.45,13.4,1.02,131,"Alisols","High altitude","Turpinia_formosana"
"Sub-tropics",604,"Lauraceae","Eudicot","Cinnamomum japonicum",84,6.4,0.47,14,2877,2.08,105.45,13.4,1.02,131,"Alisols","High altitude","Cinnamomum_japonicum"
"Sub-tropics",605,"Theaceae","Eudicot","Polyspora axillaris",83,6.4,0.59,14,2877,2.08,105.45,13.4,1.02,131,"Alisols","High altitude","Polyspora_axillaris"
"Sub-tropics",606,"Urticaceae","Eudicot","Oreocnide pedunculata",27,7.4,0.344,14,2877,2.08,105.45,13.4,1.02,131,"Alisols","High altitude","Oreocnide_pedunculata"
"Sub-tropics",607,"Lauraceae","Eudicot","Phoebe formosana",31,5.2,0.544,14,2877,2.08,105.45,13.4,1.02,131,"Alisols","High altitude","Phoebe_formosana"
"Tropics",608,"Anacardiaceae","Eudicot","Schinopsis brasiliensis",199,NA,1.23,5,1740,1.08,144.7,23.1,0.34,119,"Ferralsols","Lowland","Schinopsis_brasiliensis"
"Tropics",609,"Fabaceae","Eudicot","Pterocarpus angolensis",71,NA,0.561,1,3769,0.7,167.14,22.1,0.1,501,"Arenosols","Lowland","Pterocarpus_angolensis"
"Sub-tropics",610,"Fabaceae","Eudicot","Pterocarpus angolensis",118,3.4,0.561,12,3033,0.8,151.22,21.2,0.25,254,"Lixisols","Lowland","Pterocarpus_angolensis"
"Tropics",611,"Pinaceae","Conifer","Pinus hartwegii",500,NA,0.48,18,1662,1.27,137.46,9,0.23,138,"Regosols","High altitude","Pinus_hartwegii"
"Sub-tropics",612,"Pinaceae","Conifer","Pinus arizonica",NA,4.04,0.447,18,3410,1.08,123.54,13.7,0.24,241,"Regosols","High altitude","Pinus_arizonica"
"Sub-tropics",613,"Cupressaceae","Conifer","Juniperus excelsa",245,1.94,0.483,22,7787,0.62,124.79,10.4,0.18,120,"Leptosols","High altitude","Juniperus_excelsa"
"Sub-tropics",614,"Pinaceae","Conifer","Abies spectabilis",468,NA,0.366,18,4632,1.16,116.96,10.7,0.47,396,"Leptosols","High altitude","Abies_spectabilis"
"Sub-tropics",615,"Pinaceae","Conifer","Abies spectabilis",396,1.72,0.366,14,4584,1.16,116.34,9.2,0.51,387,"Leptosols","High altitude","Abies_spectabilis"
"Sub-tropics",616,"Pinaceae","Conifer","Abies spectabilis",578,1.62,0.366,22,4543,1.16,116.34,6,0.51,377,"Leptosols","High altitude","Abies_spectabilis"
"Sub-tropics",617,"Pinaceae","Conifer","Abies spectabilis",603,2.5,0.366,26,4524,1.08,117.22,10,0.48,220,"Leptosols","High altitude","Abies_spectabilis"
"Sub-tropics",618,"Pinaceae","Conifer","Abies spectabilis",271,3.6,0.366,22,4348,1.56,117.84,15,0.32,268,"Leptosols","High altitude","Abies_spectabilis"
"Sub-tropics",619,"Pinaceae","Conifer","Abies spectabilis",453,2.1,0.366,14,4303,1.83,121.93,7.9,0.38,236,"Cambisols","High altitude","Abies_spectabilis"
"Sub-tropics",620,"Pinaceae","Conifer","Abies spectabilis",310,2.76,0.366,14,4347,1.83,121.93,6.2,0.38,273,"Cambisols","High altitude","Abies_spectabilis"
"Sub-tropics",621,"Pinaceae","Conifer","Abies spectabilis",245,3.48,0.366,14,4363,1.83,121.93,5.9,0.38,250,"Cambisols","High altitude","Abies_spectabilis"
"Sub-tropics",622,"Pinaceae","Conifer","Abies spectabilis",374,1.98,0.366,22,4351,1.28,123.31,5.7,0.35,260,"Leptosols","High altitude","Abies_spectabilis"
"Sub-tropics",623,"Pinaceae","Conifer","Abies spectabilis",325,1.86,0.366,10,5208,1.13,128.24,2,0.33,167,"Leptosols","High altitude","Abies_spectabilis"
